cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
n,b,f,b,x,y,g,f,t,p,w,o,v,d,e
b,a,d,a,x,f,e,f,t,p,w,o,v,d,e
p,i,g,b,x,y,n,f,t,p,w,o,y,d,e
a,l,j,b,x,f,g,f,t,p,w,o,y,d,e
g,f,i,a,x,f,e,f,t,p,w,o,v,d,e
p,d,i,a,x,y,e,f,t,p,w,o,v,d,e
p,o,g,b,x,y,n,f,t,p,w,o,y,d,e
s,k,b,c,x,y,e,f,t,p,w,o,y,d,e
b,e,a,b,f,y,n,f,t,p,w,o,v,d,e
b,k,h,b,f,y,n,f,t,p,w,o,v,d,e
o,g,b,b,x,y,n,f,t,p,w,o,v,d,e
o,c,b,a,f,s,n,f,e,p,w,o,v,u,p
i,f,b,a,f,f,e,f,t,p,w,o,y,d,e
b,d,c,b,x,s,w,f,e,p,w,o,s,g,p
q,l,d,b,x,f,e,f,t,p,w,o,y,d,e
i,n,i,a,f,f,n,f,t,p,w,o,y,d,e
b,i,b,c,x,y,n,f,t,p,w,o,v,d,e
c,h,h,a,f,f,e,f,t,p,w,o,v,d,e
c,l,g,b,x,f,e,f,t,p,w,o,y,d,e
a,h,i,b,x,f,g,f,t,p,w,o,v,d,e
f,i,d,c,x,y,n,f,t,p,w,o,y,d,e
h,d,j,b,f,f,n,f,t,p,w,o,v,d,e
f,i,e,a,f,f,n,f,t,p,w,o,y,d,e
a,j,f,c,x,f,e,f,t,p,w,o,v,d,e
l,j,i,a,x,f,n,f,t,p,w,o,y,d,e
m,d,c,a,x,f,e,f,t,p,w,o,y,d,e
b,f,d,b,f,f,g,f,t,p,w,o,v,d,e
g,h,f,b,x,y,n,f,t,p,w,o,y,d,e
b,h,i,c,f,f,n,f,t,p,w,o,y,d,e
o,m,i,b,x,f,e,f,t,p,w,o,y,d,e
l,i,i,a,x,y,e,f,t,p,w,o,y,d,e
q,h,i,a,x,f,g,f,t,p,w,o,y,d,e
o,o,g,a,x,y,g,f,t,p,w,o,y,d,e
n,i,j,c,x,y,e,f,t,p,w,o,v,d,e
f,d,d,c,x,y,g,f,t,p,w,o,v,d,e
r,d,f,c,x,f,g,f,t,p,w,o,v,d,e
m,m,b,c,f,f,g,f,t,p,w,o,v,d,e
g,f,g,b,x,y,g,f,t,p,w,o,v,d,e
k,o,e,b,x,y,e,f,t,p,w,o,y,d,e
h,h,d,b,f,f,n,f,t,p,w,o,v,d,e
o,m,e,a,f,f,n,f,t,p,w,o,y,d,e
l,o,i,a,x,y,e,f,t,p,w,o,v,d,e
b,l,c,b,x,f,g,f,e,p,w,o,y,d,p
s,m,e,c,x,y,g,f,t,p,w,o,y,d,e
p,d,c,c,x,f,e,f,t,p,w,o,y,d,e
m,m,h,c,x,y,n,f,t,p,w,o,v,d,e
b,o,e,c,f,f,n,f,t,p,w,o,y,d,e
j,h,f,a,x,y,e,f,t,p,w,o,v,d,e
q,g,c,b,f,f,n,f,t,p,w,o,v,d,e
r,o,e,c,f,y,n,f,t,p,w,o,y,d,e
f,n,f,b,f,f,g,f,t,p,w,o,y,d,e
l,m,g,a,x,f,e,f,t,p,w,o,y,d,e
f,e,i,b,x,f,g,f,t,p,w,o,v,d,e
q,f,i,c,x,f,g,f,t,p,w,o,v,d,e
p,o,i,a,x,f,n,f,t,p,w,o,v,d,e
b,b,f,c,x,f,g,f,t,p,w,o,y,d,e
b,l,b,b,x,s,g,f,t,p,w,o,s,g,e
l,b,i,b,x,y,e,f,t,p,w,o,y,d,e
h,a,f,a,f,f,g,f,t,p,w,o,y,d,e
b,m,d,a,x,y,e,f,t,p,w,o,v,d,e
d,h,e,b,f,f,g,f,t,p,w,o,v,d,e
b,c,h,b,x,f,g,f,t,p,w,o,y,d,e
m,e,g,c,x,f,g,f,t,p,w,o,v,d,e
o,o,j,a,f,f,g,f,t,p,w,o,y,d,e
a,h,b,b,x,s,w,f,t,p,w,o,a,g,e
r,b,h,b,x,f,n,f,t,p,w,o,y,d,e
m,m,d,a,f,f,n,f,t,p,w,o,v,d,e
l,e,d,a,f,f,g,f,t,p,w,o,y,d,e
l,m,d,a,x,y,g,f,t,p,w,o,y,d,e
m,h,g,b,x,f,e,f,t,p,w,o,v,d,e
l,f,c,c,x,y,e,f,t,p,w,o,v,d,e
l,c,a,c,x,f,n,f,t,p,w,o,y,d,e
d,j,j,b,f,y,g,f,t,p,w,o,y,d,e
p,l,f,c,x,y,g,f,t,p,w,o,v,d,e
p,h,f,c,x,s,p,f,e,p,w,o,s,d,p
d,h,h,c,x,y,n,f,t,p,w,o,y,d,e
a,o,j,c,f,f,g,f,t,p,w,o,v,d,e
p,c,f,a,x,y,e,f,t,p,w,o,y,d,e
c,m,d,c,f,f,n,f,t,p,w,o,v,d,e
i,k,j,a,x,y,n,f,t,p,w,o,v,d,e
f,k,h,a,x,f,g,f,t,p,w,o,y,d,e
g,c,h,b,f,f,n,f,t,p,w,o,v,d,e
c,c,c,a,x,y,n,f,t,p,w,o,v,d,e
j,g,b,b,x,y,n,f,t,p,w,o,v,d,e
e,h,d,c,x,f,e,f,t,p,w,o,v,d,e
j,i,e,a,f,f,g,f,t,p,w,o,v,d,e
a,k,h,b,x,y,e,f,t,p,w,o,v,d,e
o,d,g,a,x,y,e,f,t,p,w,o,v,d,e
g,l,d,a,f,f,n,f,t,p,w,o,y,d,e
f,h,d,a,x,f,e,f,t,p,w,o,v,d,e
s,g,f,a,x,f,e,f,t,p,w,o,y,d,e
d,j,b,b,x,f,w,f,t,p,w,o,s,g,e
o,b,f,c,x,y,g,f,t,p,w,o,y,d,e
d,l,i,a,x,f,e,f,t,p,w,o,v,d,e
a,j,d,b,x,y,g,f,t,p,w,o,v,d,e
a,n,e,c,x,f,e,f,t,p,w,o,v,d,e
s,k,g,a,x,f,g,f,t,p,w,o,y,d,e
n,f,j,c,f,y,e,f,t,p,w,o,v,d,e
k,m,a,b,f,y,g,f,t,p,w,o,v,d,e
s,f,a,b,x,y,e,f,t,p,w,o,y,d,e
p,g,b,b,x,y,g,f,t,p,w,o,y,d,e
g,k,g,b,f,f,g,f,t,p,w,o,s,g,e
f,f,g,b,x,f,g,f,e,p,w,o,y,p,p
a,k,a,c,x,f,e,f,t,p,w,o,y,d,e
p,k,b,a,x,y,e,f,t,p,w,o,y,d,e
b,n,d,b,f,s,w,f,e,p,w,o,v,g,p
q,m,a,a,f,y,n,f,t,p,w,o,y,d,e
q,k,j,b,x,f,e,f,t,p,w,o,y,d,e
i,g,i,a,x,y,e,f,t,p,w,o,v,d,e
a,h,g,b,x,f,g,f,t,p,w,o,v,d,e
i,i,c,b,x,y,g,f,t,p,w,o,v,d,e
m,j,a,c,x,f,g,f,t,p,w,o,a,g,e
e,j,i,a,x,f,n,f,t,p,w,o,y,d,e
d,i,a,b,f,f,e,f,t,p,w,o,y,d,e
l,o,h,b,x,y,g,f,t,p,w,o,y,d,e
q,k,i,b,f,f,n,f,t,p,w,o,y,d,e
b,d,b,a,f,f,g,f,t,p,w,o,s,g,e
i,m,j,a,f,f,g,f,t,p,w,o,v,d,e
j,f,b,c,x,y,n,f,t,p,w,o,v,d,e
f,e,e,a,f,f,g,f,t,p,w,o,y,d,e
i,c,j,a,f,y,n,f,t,p,w,o,y,d,e
d,l,h,a,x,f,g,f,t,p,w,o,v,d,e
s,d,e,b,x,y,e,f,t,p,w,o,v,d,e
e,i,i,b,x,y,n,f,t,p,w,o,v,d,e
h,c,g,a,f,s,g,f,t,p,w,o,a,g,e
p,h,b,b,x,f,n,f,t,p,w,o,y,d,e
k,l,a,c,f,f,n,f,t,p,w,o,y,d,e
n,o,e,c,x,y,e,f,t,p,w,o,y,d,e
a,b,h,b,x,y,e,f,t,p,w,o,y,d,e
q,h,e,a,x,y,n,f,t,p,w,o,y,d,e
h,f,f,a,f,s,w,f,t,p,w,o,a,g,e
r,o,j,c,x,y,n,f,t,p,w,o,v,d,e
o,b,a,b,x,y,e,f,t,p,w,o,y,d,e
k,l,i,c,x,f,g,f,t,p,w,o,v,d,e
q,m,c,c,f,f,g,f,t,p,w,o,v,d,e
a,k,b,a,f,f,n,f,t,p,w,o,s,g,e
l,f,e,a,f,f,g,f,t,p,w,o,v,d,e
e,o,j,c,x,y,e,f,t,p,w,o,y,d,e
b,g,h,b,f,f,g,f,t,p,w,o,v,d,e
h,d,e,a,x,y,n,f,t,p,w,o,y,d,e
g,i,d,b,x,f,e,f,t,p,w,o,y,d,e
f,n,i,c,x,f,n,f,t,p,w,o,y,d,e
b,b,i,c,x,f,g,f,t,p,w,o,v,d,e
q,a,a,a,f,f,g,f,t,p,w,o,v,d,e
h,o,h,b,x,f,n,f,t,p,w,o,y,d,e
q,h,j,c,x,y,n,f,t,p,w,o,y,d,e
j,c,i,b,x,f,e,f,t,p,w,o,v,d,e
s,j,c,a,f,f,g,f,t,p,w,o,y,d,e
q,h,f,a,x,y,n,f,t,p,w,o,y,d,e
p,e,e,a,x,s,p,f,e,p,w,o,v,d,p
f,n,a,b,f,y,g,f,t,p,w,o,y,d,e
g,e,e,c,f,f,n,f,t,p,w,o,y,d,e
i,k,e,c,f,s,n,f,e,p,w,o,s,u,p
q,g,d,b,x,y,n,f,t,p,w,o,y,d,e
s,m,b,b,x,y,g,f,t,p,w,o,y,d,e
l,k,g,b,x,y,e,f,t,p,w,o,v,d,e
b,o,c,b,x,y,e,f,t,p,w,o,v,d,e
i,e,a,b,x,y,e,f,t,p,w,o,v,d,e
e,f,b,c,x,f,g,f,t,p,w,o,y,d,e
l,a,a,c,f,s,w,f,t,p,w,o,s,g,e
k,i,e,a,x,y,g,f,t,p,w,o,v,d,e
l,c,i,a,x,f,n,f,t,p,w,o,s,g,e
g,m,e,b,x,f,n,f,t,p,w,o,y,d,e
m,f,h,a,x,y,g,f,t,p,w,o,v,d,e
s,d,a,c,x,y,e,f,t,p,w,o,v,d,e
q,l,j,c,x,y,n,f,t,p,w,o,v,d,e
m,a,h,c,x,f,g,f,t,p,w,o,v,d,e
p,j,e,a,x,f,g,f,t,p,w,o,y,d,e
p,l,e,a,x,y,g,f,t,p,w,o,v,d,e
c,k,j,b,x,y,g,f,t,p,w,o,y,d,e
m,d,h,b,f,y,g,f,t,p,w,o,v,d,e
a,a,j,a,x,f,e,f,t,p,w,o,v,d,e
r,b,i,a,x,y,e,f,t,p,w,o,y,d,e
f,b,f,c,x,f,n,f,t,p,w,o,v,d,e
e,a,c,b,x,f,n,f,t,p,w,o,y,d,e
g,n,d,b,f,f,n,f,t,p,w,o,v,d,e
s,d,g,b,f,f,n,f,t,p,w,o,y,d,e
p,i,g,c,x,y,g,f,t,p,w,o,v,d,e
l,b,e,b,x,f,e,f,t,p,w,o,y,d,e
r,l,b,b,f,y,n,f,t,p,w,o,v,d,e
b,j,a,a,x,y,e,f,t,p,w,o,v,d,e
o,d,b,b,f,y,n,f,t,p,w,o,y,d,e
n,o,a,b,x,y,g,f,t,p,w,o,y,d,e
e,f,h,b,f,f,n,f,t,p,w,o,v,d,e
h,b,e,c,x,y,g,f,t,p,w,o,y,d,e
s,b,f,a,x,y,e,f,t,p,w,o,v,d,e
n,h,f,a,x,y,n,f,t,p,w,o,y,d,e
j,n,e,c,x,f,g,f,t,p,w,o,y,d,e
n,m,i,b,x,f,e,f,t,p,w,o,y,d,e
a,e,h,b,x,f,n,f,t,p,w,o,v,d,e
o,n,d,c,f,f,n,f,t,p,w,o,y,d,e
c,g,i,a,f,y,g,f,t,p,w,o,v,d,e
r,f,f,a,x,f,n,f,t,p,w,o,v,d,e
g,h,e,c,x,y,e,f,t,p,w,o,y,d,e
c,l,h,a,f,f,n,f,t,p,w,o,v,d,e
j,a,j,c,x,y,n,f,t,p,w,o,v,d,e
o,l,c,c,f,f,n,f,t,p,w,o,y,d,e
f,o,g,a,x,y,e,f,t,p,w,o,y,d,e
g,k,a,b,x,y,e,f,t,p,w,o,y,d,e
k,i,g,c,x,f,g,f,t,p,w,o,v,d,e
j,k,f,b,x,f,g,f,t,p,w,o,v,d,e
d,m,i,a,f,f,e,f,t,p,w,o,v,d,e
p,j,e,b,x,f,n,f,t,p,w,o,y,d,e
g,m,c,a,x,y,e,f,t,p,w,o,y,d,e
e,d,f,a,x,y,g,f,t,p,w,o,v,d,e
j,h,j,a,x,y,g,f,t,p,w,o,y,d,e
s,b,a,b,x,f,e,f,t,p,w,o,v,d,e
r,j,d,b,f,f,n,f,t,p,w,o,v,d,e
r,m,f,a,x,y,n,f,t,p,w,o,y,d,e
r,f,c,c,x,y,g,f,t,p,w,o,v,d,e
k,n,h,b,x,f,w,f,t,p,w,o,s,g,e
h,g,i,c,f,y,g,f,t,p,w,o,y,d,e
q,k,a,c,f,s,g,f,t,p,w,o,s,g,e
p,b,d,c,f,f,n,f,t,p,w,o,y,d,e
s,c,j,a,x,y,e,f,t,p,w,o,y,d,e
g,a,h,a,f,y,w,f,e,p,w,o,s,u,p
e,k,c,a,x,y,g,f,t,p,w,o,v,d,e
d,b,g,c,f,f,n,f,t,p,w,o,y,d,e
s,k,f,c,x,f,g,f,t,p,w,o,y,d,e
c,h,f,b,x,f,e,f,t,p,w,o,v,d,e
r,b,e,b,f,f,g,f,t,p,w,o,v,d,e
l,m,a,a,x,y,n,f,t,p,w,o,y,d,e
r,e,a,a,x,y,e,f,t,p,w,o,y,d,e
f,o,h,c,x,y,n,f,t,p,w,o,v,d,e
n,i,h,b,x,y,n,f,t,p,w,o,y,d,e
k,h,c,a,f,f,n,f,t,p,w,o,y,d,e
r,b,g,b,x,y,g,f,t,p,w,o,y,d,e
r,f,c,a,x,y,n,f,t,p,w,o,y,d,e
d,i,b,b,x,f,e,f,t,p,w,o,v,d,e
a,n,f,c,f,f,n,f,t,p,w,o,y,d,e
j,d,c,b,x,f,e,f,t,p,w,o,v,d,e
c,e,i,c,f,s,w,f,t,p,w,o,a,g,e
n,m,h,c,x,y,n,f,t,p,w,o,v,d,e
l,o,g,b,x,f,g,f,t,p,w,o,y,d,e
o,b,g,b,x,f,n,f,t,p,w,o,y,d,e
k,m,c,c,x,f,e,f,t,p,w,o,y,d,e
n,i,h,c,f,f,n,f,t,p,w,o,y,d,e
m,i,g,a,x,f,n,f,t,p,w,o,v,d,e
r,e,c,c,x,y,n,f,t,p,w,o,y,d,e
h,a,h,b,f,s,w,f,e,p,w,o,v,u,p
s,o,d,b,x,f,g,f,t,p,w,o,v,d,e
q,o,f,b,f,s,w,f,t,p,w,o,s,g,e
p,c,i,b,x,s,g,f,t,p,w,o,s,g,e
o,m,d,a,x,f,g,f,t,p,w,o,v,d,e
r,g,i,b,f,f,n,f,t,p,w,o,y,d,e
s,e,h,a,x,f,e,f,t,p,w,o,v,d,e
o,c,f,b,x,y,g,f,t,p,w,o,v,d,e
j,c,g,b,f,f,n,f,t,p,w,o,y,d,e
s,j,a,a,x,f,n,f,t,p,w,o,v,d,e
l,j,c,a,x,f,g,f,e,p,w,o,y,d,p
c,d,e,a,x,y,e,f,t,p,w,o,y,d,e
m,l,e,a,x,f,n,f,t,p,w,o,a,g,e
l,a,c,c,x,s,w,f,e,p,w,o,v,g,p
k,o,g,a,x,y,g,f,t,p,w,o,y,d,e
h,l,j,a,f,f,n,f,t,p,w,o,v,d,e
k,f,e,c,x,f,n,f,t,p,w,o,y,d,e
q,k,h,a,x,y,g,f,t,p,w,o,v,d,e
k,h,j,b,x,y,g,f,t,p,w,o,v,d,e
k,c,d,c,f,f,n,f,t,p,w,o,v,d,e
h,k,j,b,f,f,n,f,t,p,w,o,y,d,e
j,d,h,b,x,f,g,f,t,p,w,o,v,d,e
q,d,i,c,f,f,g,f,t,p,w,o,y,d,e
l,c,f,b,x,y,e,f,t,p,w,o,y,d,e
o,f,e,b,x,f,e,f,t,p,w,o,y,d,e
c,a,d,c,x,s,w,f,e,p,w,o,v,g,p
d,g,d,a,f,f,g,f,t,p,w,o,v,d,e
n,h,j,c,x,f,g,f,t,p,w,o,v,d,e
r,b,j,c,f,y,e,f,t,p,w,o,v,d,e
s,o,c,c,f,y,g,f,t,p,w,o,v,d,e
n,d,d,a,x,y,n,f,t,p,w,o,v,d,e
e,o,e,c,x,y,e,f,t,p,w,o,y,d,e
r,i,e,b,x,f,e,f,t,p,w,o,y,d,e
e,b,j,b,x,y,e,f,t,p,w,o,y,d,e
s,c,f,a,f,f,g,f,t,p,w,o,y,d,e
c,g,h,a,x,f,g,f,t,p,w,o,v,d,e
b,g,e,b,f,f,n,f,t,p,w,o,v,d,e
b,n,h,c,x,y,n,f,t,p,w,o,v,d,e
l,i,h,a,x,y,g,f,t,p,w,o,v,d,e
i,m,d,b,x,f,g,f,t,p,w,o,v,d,e
f,n,f,a,x,y,n,f,t,p,w,o,y,d,e
o,e,a,c,f,f,n,f,t,p,w,o,v,d,e
f,e,g,b,x,y,n,f,t,p,w,o,y,d,e
h,i,a,a,x,y,n,f,t,p,w,o,y,d,e
m,c,g,b,f,f,n,f,t,p,w,o,v,d,e
j,n,h,c,x,f,n,f,t,p,w,o,y,d,e
h,j,d,c,x,f,n,f,t,p,w,o,v,d,e
k,g,g,a,x,y,n,f,t,p,w,o,y,d,e
n,j,j,a,f,f,g,f,t,p,w,o,y,d,e
s,m,g,c,x,f,e,f,t,p,w,o,y,d,e
n,m,g,a,f,f,n,f,t,p,w,o,v,d,e
n,d,g,b,x,s,p,f,e,p,w,o,v,d,p
s,i,h,a,x,f,e,f,t,p,w,o,y,d,e
c,o,b,c,f,f,n,f,t,p,w,o,y,d,e
g,k,f,b,x,f,n,f,t,p,w,o,y,d,e
g,e,c,a,f,f,e,f,t,p,w,o,v,d,e
g,g,f,c,x,y,e,f,t,p,w,o,y,d,e
f,e,h,b,x,f,g,f,t,p,w,o,y,d,e
i,d,f,c,x,f,g,f,t,p,w,o,y,d,e
l,h,d,b,x,f,g,f,t,p,w,o,v,d,e
n,b,b,c,x,f,g,f,t,p,w,o,y,d,e
m,d,i,a,f,f,g,f,t,p,w,o,y,d,e
n,l,e,b,x,f,e,f,t,p,w,o,v,d,e
d,i,a,a,f,y,n,f,t,p,w,o,y,d,e
a,j,c,c,f,y,e,f,t,p,w,o,v,d,e
l,e,j,a,x,y,g,f,t,p,w,o,y,d,e
f,h,f,a,x,y,g,f,t,p,w,o,y,d,e
e,k,i,b,x,f,g,f,t,p,w,o,y,d,e
h,n,j,a,x,f,g,f,e,p,w,o,y,g,p
d,m,b,b,x,y,n,f,t,p,w,o,v,d,e
f,n,d,b,x,y,e,f,t,p,w,o,y,d,e
o,l,d,b,x,f,n,f,t,p,w,o,v,d,e
h,h,i,c,f,f,n,f,t,p,w,o,y,d,e
a,j,a,b,f,f,n,f,t,p,w,o,v,d,e
c,h,c,c,f,f,g,f,t,p,w,o,y,d,e
i,g,c,b,f,f,g,f,t,p,w,o,y,d,e
d,o,f,a,x,y,g,f,t,p,w,o,y,d,e
a,i,f,a,x,f,g,f,t,p,w,o,a,g,e
j,g,c,b,x,y,g,f,t,p,w,o,y,d,e
g,a,a,a,x,f,e,f,t,p,w,o,y,d,e
s,l,h,b,f,f,n,f,t,p,w,o,v,d,e
g,m,f,c,x,y,e,f,t,p,w,o,y,d,e
l,g,i,a,x,f,g,f,t,p,w,o,v,d,e
r,a,a,a,x,f,n,f,t,p,w,o,y,d,e
s,k,e,b,x,y,e,f,t,p,w,o,v,d,e
q,i,d,a,x,f,n,f,t,p,w,o,v,d,e
g,j,h,c,f,f,g,f,t,p,w,o,y,d,e
a,k,i,b,x,y,g,f,t,p,w,o,y,d,e
g,e,d,a,x,y,g,f,t,p,w,o,v,d,e
c,k,g,b,f,f,n,f,t,p,w,o,y,d,e
c,d,e,c,x,f,g,f,t,p,w,o,v,d,e
s,m,j,b,f,f,n,f,t,p,w,o,v,d,e
i,c,e,c,x,y,e,f,t,p,w,o,v,d,e
d,l,c,b,x,f,n,f,t,p,w,o,y,d,e
i,f,g,b,x,y,g,f,t,p,w,o,v,d,e
m,f,b,c,f,f,g,f,t,p,w,o,v,d,e
q,k,d,b,x,f,g,f,t,p,w,o,v,d,e
i,k,b,a,x,f,n,f,t,p,w,o,v,d,e
n,i,c,a,x,y,g,f,t,p,w,o,v,d,e
o,m,g,c,x,y,g,f,t,p,w,o,y,d,e
f,m,d,c,x,y,e,f,t,p,w,o,v,d,e
j,e,d,a,x,y,n,f,t,p,w,o,v,d,e
d,o,i,b,x,y,g,f,t,p,w,o,y,d,e
r,a,b,b,f,y,n,f,e,p,w,o,s,u,p
i,c,b,c,x,s,g,f,t,p,w,o,s,g,e
f,f,f,a,x,f,g,f,t,p,w,o,v,d,e
a,a,e,a,x,f,e,f,t,p,w,o,y,d,e
j,b,f,c,x,s,p,f,e,p,w,o,s,d,p
q,g,f,c,x,y,n,f,t,p,w,o,y,d,e
e,i,c,a,x,f,e,f,t,p,w,o,v,d,e
f,l,i,c,x,y,n,f,t,p,w,o,y,d,e
b,e,e,a,x,y,e,f,t,p,w,o,v,d,e
g,e,e,a,x,s,w,f,t,p,w,o,s,g,e
b,i,c,a,f,f,g,f,t,p,w,o,v,d,e
l,e,d,b,x,y,g,f,t,p,w,o,v,d,e
o,l,i,a,x,y,g,f,t,p,w,o,v,d,e
p,h,j,b,x,f,e,f,t,p,w,o,y,d,e
g,i,c,a,x,y,g,f,t,p,w,o,v,d,e
d,o,a,a,x,y,g,f,t,p,w,o,v,d,e
s,e,c,c,x,f,e,f,t,p,w,o,y,d,e
p,o,j,a,f,y,w,f,e,p,w,o,v,u,p
r,o,b,b,f,f,n,f,t,p,w,o,y,d,e
d,e,b,a,x,f,e,f,t,p,w,o,y,d,e
j,o,b,b,x,f,e,f,t,p,w,o,v,d,e
b,k,i,c,x,y,g,f,t,p,w,o,v,d,e
c,n,d,c,f,s,w,f,t,p,w,o,s,g,e
b,b,d,b,x,f,n,f,t,p,w,o,a,g,e
s,d,a,a,x,f,n,f,t,p,w,o,v,d,e
l,f,i,a,f,f,n,f,t,p,w,o,v,d,e
e,b,f,b,x,y,e,f,t,p,w,o,y,d,e
n,c,e,c,x,y,e,f,t,p,w,o,y,d,e
m,i,c,a,x,y,e,f,t,p,w,o,y,d,e
m,e,d,c,f,f,n,f,t,p,w,o,y,d,e
j,k,g,a,x,f,g,f,t,p,w,o,v,d,e
o,h,i,c,f,f,n,f,t,p,w,o,v,d,e
e,i,e,c,f,f,e,f,t,p,w,o,y,d,e
n,c,a,c,x,y,e,f,t,p,w,o,v,d,e
h,o,j,a,x,s,w,f,e,p,w,o,s,d,p
h,j,e,b,f,f,n,f,t,p,w,o,y,d,e
j,d,h,a,f,f,g,f,t,p,w,o,y,d,e
m,l,i,b,f,f,n,f,t,p,w,o,v,d,e
b,h,j,c,x,y,n,f,t,p,w,o,v,d,e
m,o,a,a,x,f,e,f,t,p,w,o,y,d,e
j,c,d,a,f,s,w,f,t,p,w,o,s,g,e
p,f,g,a,x,y,g,f,t,p,w,o,y,d,e
r,a,g,b,x,f,e,f,t,p,w,o,v,d,e
f,b,a,a,f,f,n,f,t,p,w,o,v,d,e
b,g,d,c,f,f,n,f,t,p,w,o,v,d,e
d,a,d,c,x,y,n,f,t,p,w,o,y,d,e
m,i,c,b,x,y,g,f,t,p,w,o,y,d,e
g,n,a,b,x,y,n,f,t,p,w,o,v,d,e
h,l,b,c,x,f,g,f,t,p,w,o,y,d,e
c,m,b,c,x,y,n,f,t,p,w,o,y,d,e
i,k,a,c,x,y,n,f,t,p,w,o,v,d,e
c,c,h,c,f,f,n,f,t,p,w,o,y,d,e
c,c,d,b,x,y,g,f,t,p,w,o,v,d,e
q,j,d,a,x,y,e,f,t,p,w,o,y,d,e
p,d,a,c,x,y,n,f,t,p,w,o,y,d,e
n,c,g,c,x,f,g,f,e,p,w,o,y,p,p
s,n,c,a,f,f,g,f,t,p,w,o,v,d,e
f,g,e,b,x,y,e,f,t,p,w,o,v,d,e
a,m,c,c,x,f,g,f,e,p,w,o,v,d,p
b,b,d,a,x,y,e,f,t,p,w,o,v,d,e
m,a,c,a,x,f,e,f,t,p,w,o,v,d,e
k,j,b,c,x,f,g,f,e,p,w,o,y,d,p
d,d,h,b,x,f,p,f,e,p,w,o,s,d,p
r,h,d,a,x,f,g,f,t,p,w,o,v,d,e
o,i,e,b,f,f,g,f,t,p,w,o,y,d,e
s,o,e,c,x,f,g,f,t,p,w,o,v,d,e
a,f,j,a,x,y,g,f,t,p,w,o,y,d,e
k,a,f,c,x,y,g,f,t,p,w,o,v,d,e
l,f,j,c,f,f,g,f,t,p,w,o,y,d,e
a,g,h,c,x,f,g,f,t,p,w,o,y,d,e
g,f,c,a,x,f,e,f,t,p,w,o,v,d,e
i,k,i,a,x,f,n,f,t,p,w,o,y,d,e
l,m,g,b,x,y,n,f,t,p,w,o,v,d,e
e,d,g,b,f,f,n,f,t,p,w,o,y,d,e
s,l,j,a,f,f,n,f,t,p,w,o,v,d,e
j,d,a,b,f,f,g,f,t,p,w,o,y,d,e
a,h,f,b,x,f,g,f,t,p,w,o,y,d,e
a,h,c,b,x,y,n,f,t,p,w,o,v,d,e
a,o,g,c,x,y,e,f,t,p,w,o,v,d,e
f,g,d,a,f,f,n,f,t,p,w,o,v,d,e
o,n,f,a,x,y,g,f,t,p,w,o,v,d,e
p,i,f,b,x,y,n,f,t,p,w,o,y,d,e
c,n,b,b,x,f,w,f,e,p,w,o,v,d,p
b,e,g,a,f,f,n,f,t,p,w,o,y,d,e
k,i,b,b,x,y,e,f,t,p,w,o,v,d,e
b,h,d,b,x,y,n,f,t,p,w,o,y,d,e
g,i,i,c,f,f,g,f,t,p,w,o,v,d,e
n,d,a,b,x,f,e,f,t,p,w,o,y,d,e
c,d,h,c,x,f,g,f,e,p,w,o,y,d,p
l,j,a,a,x,y,e,f,t,p,w,o,y,d,e
g,a,j,a,f,f,g,f,t,p,w,o,v,d,e
r,k,i,b,f,y,e,f,t,p,w,o,v,d,e
g,l,b,b,x,f,e,f,t,p,w,o,v,d,e
l,b,d,a,x,f,g,f,e,p,w,o,v,g,p
i,a,f,b,x,y,n,f,t,p,w,o,y,d,e
o,k,f,a,x,y,n,f,t,p,w,o,v,d,e
b,d,j,c,x,y,n,f,t,p,w,o,v,d,e
k,i,d,b,x,y,n,f,t,p,w,o,y,d,e
h,b,b,c,x,y,g,f,t,p,w,o,y,d,e
h,c,h,c,x,y,n,f,t,p,w,o,y,d,e
c,f,j,b,x,f,g,f,t,p,w,o,y,d,e
c,h,e,a,x,y,e,f,t,p,w,o,y,d,e
k,o,d,c,x,y,e,f,t,p,w,o,v,d,e
f,h,d,c,x,y,g,f,t,p,w,o,v,d,e
b,k,c,c,f,f,e,f,t,p,w,o,v,d,e
b,j,g,a,f,f,n,f,t,p,w,o,v,d,e
m,n,j,c,f,f,n,f,t,p,w,o,v,d,e
e,e,e,a,x,y,g,f,t,p,w,o,v,d,e
d,l,h,c,x,y,g,f,t,p,w,o,y,d,e
i,h,e,c,x,f,e,f,t,p,w,o,v,d,e
a,i,g,a,f,f,n,f,t,p,w,o,v,d,e
l,h,f,a,f,f,n,f,t,p,w,o,v,d,e
e,h,h,b,x,y,e,f,t,p,w,o,y,d,e
j,a,c,c,x,y,n,f,t,p,w,o,v,d,e
a,e,c,a,f,f,n,f,t,p,w,o,y,d,e
r,k,d,a,f,f,n,f,t,p,w,o,v,d,e
a,e,c,c,x,f,g,f,e,p,w,o,v,p,p
o,k,b,c,x,f,g,f,t,p,w,o,y,d,e
o,n,a,a,x,y,n,f,t,p,w,o,y,d,e
k,n,a,c,x,f,g,f,t,p,w,o,y,d,e
e,d,j,b,x,f,g,f,t,p,w,o,y,d,e
